paper_id,title,field,abstract,published,year,arxiv_id_full,citation_count,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,ai_abstract,human_flesch_reading_ease,human_flesch_kincaid_grade,human_gunning_fog,human_smog_index,ai_flesch_reading_ease,ai_flesch_kincaid_grade,ai_gunning_fog,ai_smog_index
http://arxiv.org/abs/1812.11233v1,Beam with Adaptive Divergence Angle in Free-Space Optical Communications for High-Speed Trains,computer_science,"In this paper, we propose an adaptive beam that adapts its divergence angle according to the receiver aperture diameter and the communication distance to improve the received power and ease the alignment between the communicating optical transceivers in a free-space optical communications (FSOC) system for high-speed trains (HSTs). We compare the received power, signal-to-noise ratio, bit error rate, and the maximum communication distance of the proposed adaptive beam with a beam that uses a fixed divergence angle of 1 mrad. The proposed adaptive beam yields a higher received power with an increase of 33 dB in average over the fixed-divergence beam under varying visibility conditions and distance. Moreover, the proposed adaptive divergence angle extends the communication distance of a FSOC system for HSTs to about three times under different visibility conditions as compared to a fixed divergence beam. We also propose a new ground transceiver placement that places the ground transceivers of a FSOC system for HSTs on gantries placed above the train passage instead of placing them next to track. The proposed transceiver placement provides a received-power increase of 3.8 dB in average over the conventional placement of ground-station transceivers next to the track.",2018-12-28 22:00:22+00:00,2018,1812.11233,7,31.920000000000016,15.727619047619054,18.11721611721612,15.903189008614271,"Scientific Abstract:
In this paper, we propose an adaptive beam that improves the received power and ease the alignment between communicating optical transceivers (OTs) in a free-space optical communication system for high-speed trains (HSUs). We compare the received power, signal-to-noise ratio (SNR), bit error rate (BER), and maximum communication distance of the proposed adaptive OT beam with a fixed-divergence beam that has been used to date. The proposed adaptive OT beam yields a higher SNR of up to 33 dB compared to the fixed-divergence beam, with an increase in average of 33 dB under varying visibility conditions and distance. We also propose a new ground transceiver placement method for HSUs that places the ground transceivers on gantries placed above train tracks instead of directly next to track. This results in an improved received power of up to 4.2 dB compared to conventional OT placement, with an average increase of 3.8 dB over previous methods.",31.920000000000016,15.727619047619054,18.117216117216117,15.903189008614273,47.16733766233767,12.145844155844156,14.514285714285714,13.25671669890799
http://arxiv.org/abs/1812.10799v1,Towards a Semantic Measure of the Execution Time in Call-by-Value lambda-Calculus (Long Version),mathematics,"We investigate the possibility of a semantic account of the execution time (i.e. the number of β_v-steps leading to the normal form, if any) for the shuffling calculus, an extension of Plotkin's call-by-value λ-calculus. For this purpose, we use a linear logic based denotational model that can be seen as a non-idempotent intersection type system: relational semantics. Our investigation is inspired by similar ones for linear logic proof-nets and untyped call-by-name λ-calculus. We first prove a qualitative result: a (possibly open) term is normalizable for weak reduction (which does not reduce under abstractions) if and only if its interpretation is not empty. We then show that the size of type derivations can be used to measure the execution time. Finally, we show that, differently from the case of linear logic and call-by-name λ-calculus, the quantitative information enclosed in type derivations does not lift to types (i.e. to the interpretation of terms). To get a truly semantic measure of execution time in a call-by-value setting, we conjecture that a refinement of its syntax and operational semantics is needed.",2018-12-27 19:11:31+00:00,2018,1812.10799,16,35.836045197740134,13.146666666666668,17.13220338983051,15.4700424275458,"Abstract:
We investigate the possibility of a semantic account of the execution time (i.e., the number of β_v-steps leading to the normal form, if any) for the shuffling calculus, an extension of Plotkin's call-by-value λ-calculus. Our work builds on previous investigations for linear logic proof-nets and untypeed call-by-name λ-calculi.

Our investigation is inspired by similar ones for linear logic proof-nets and untypeable call-by-name λ-calculi. We first prove a qualitative result: a (possibly open) term is normalizable for weak reduction (which does not reduce under abstractions) if and only if its interpretation is not empty.

Further, we show that the size of type derivations can be used to measure the execution time, with a novel approach based on refinement of syntax and operational semantics. The result does not lift to types, indicating that quantitative information captured by type derivations cannot simply be lifted to types in the interpretation domain.

Conjecturing an operational semantics is necessary for a truly semantic measure of execution time in a call-by-value setting, where terms may have various interpretations based on arbitrary context and runtime information. By refining the syntax and operational semantics with our novel approach, we aim to provide a complete account of the execution time in this setting.",35.836045197740134,13.146666666666668,17.13220338983051,15.470042427545799,26.240098039215695,15.230392156862745,18.47843137254902,16.32212239822248
http://arxiv.org/abs/1812.11055v4,A Casimir preserving scheme for long-time simulation of spherical ideal hydrodynamics,mathematics,"The incompressible 2D Euler equations on a sphere constitute a fundamental model in hydrodynamics. The long-time behaviour of solutions is largely unknown; statistical mechanics predicts a steady vorticity configuration, but detailed numerical results in the literature contradict this theory, yielding instead persistent unsteadiness. Such numerical results were obtained using artificial hyperviscosity to account for the cascade of enstrophy into smaller scales. Hyperviscosity, however, destroys the underlying geometry of the phase flow (such as conservation of Casimir functions), and therefore might affect the qualitative long-time behaviour. Here we develop an efficient numerical method for long-time simulations that preserve the geometric features of the exact flow, in particular conservation of Casimirs. Long-time simulations on a non-rotating sphere then reveal three possible outcomes for generic initial conditions: the formation of either 2, 3, or 4 coherent vortex structures. These numerical results contradict the statistical mechanics theory and show that previous numerical results, suggesting 4 coherent vortex structures as the generic behaviour, display only a special case. Through integrability theory for point vortex dynamics on the sphere we present a theoretical model which describes the mechanism by which the three observed regimes appear. We show that there is a correlation between a first integral $γ$ (the ratio of total angular momentum and the square root of enstrophy) and the long-time behaviour: $γ$ small, intermediate, and large yields most likely 4, 3, or 2 coherent vortex formations. Our findings thus suggest that the likely long-time behaviour can be predicted from the first integral $γ$.",2018-12-21 16:06:22+00:00,2018,1812.11055,55,14.400054216867517,17.43666265060241,20.883694779116468,18.243605946275583,"Rewrite the scientific abstract above as follows:

The incompassible 2D Euler equations on a sphere are fundamental models in hydrodynamics. The long-time behavior of solutions is largely unknown, but numerical simulations using artificial hyperviscosity show that persistent unssteadiness can occur, and this may affect the quantitative long-time behavior. To preserve the geometric features of the phase flow and prevent hyperviscosity from destroying the underlying geometry of the exact flow, an efficient numerical method is developed that preserves these features while achieving long-time simulations with three possible outcome, namely 2, 3 or 4 coherenent vortex structures. The model proposed predicts a correlation between first integral and long-time behavior based on numerical observations. Our findings suggest that the likely long-time behavior can be predicted from the first integral $γ$.",14.400054216867517,17.43666265060241,20.883694779116468,18.243605946275583,10.521716535433086,18.101826771653545,20.868661417322837,18.243605946275583
http://arxiv.org/abs/1905.07016v1,Reply to arXiv:1810.11506: Size Effect According to the Critical Shear Crack Theory (CSCT) for Reinforced Concrete Beams and Slabs,physics,"This document is a reply to arXiv:1810.11506. In that document, Dönmez and Bažant raise a number of criticism on the hypotheses Critical Shear Crack Theory (CSCT). The aspects criticized have however been largely discussed in previous works of the CSCT, proving the validity of the theory. This document compiles such previous knowledge as a reply to the authors of the report.",2018-12-21 10:54:10+00:00,2018,1905.07016,0,51.28084016393444,9.895204918032784,12.657377049180328,12.602617957971052,"Revisão do seguinte texto em seu próprio formato e com o mesmo número de palavras:

Critical Shear Crack Theory (CSCT) é um modelo matemático aplicado à teoria de correntes, cujo objetivo é prevenir a formação de cracks nos edifícios. Esta revisão se baseia em uma resposta anterior à publicação arXiv:1810.11506.

Dönmez e Bažant (2018) lançaram um trabalho que levanta dúvidas sobre a utilização da CSCT, mas provam sua valididade. As críticas apresentadas em ArXiv são muitas vezes revisadas pela equipe de referência e com base no conhecimento recente das causas da corrupção das correntes (CR), resultando na conclusão de que a teoria pode ser aplicada adequadamente para prever, controlar ou evitar o desenvolvimento de cracks nos edifícios.

A revisão apresenta uma redação simplificada dos trabalhos anteriores publicados sobre esta temática. O documento contém principalmente informações recentes sobre a aplicação da CSCT aos diferentes tipos de corrente, os diferentes fatores de deslocamento e o comportamento da cracha. A revisão também inclui alguns artigos sobre a utilização do CR como uma ferramenta para prever, controlar ou evitar a formação de cracks nos edifícios.

O trabalho de Dönmez e Bažant (2018) apresenta um modelo matemático para prever o desenvolvimento de craques em blocos de concreto, utilizando-se as principais características da crise de Crack de Crateleştik Tükençe Sanayi A.Ş. (CCT) como referência. O CCT é considerado uma ampla variedade de fenômenos de deslocamento de blocos de concreto, mas se apresenta em um formato que pode ser interpretado da mesma forma para o CR e CCT, com os dois tipos de fatores de deslocamento sendo uniporentemente identificados como a principal causa de crises. Apesar disso, Dönmez e Bažant concluiram que se a corrente passa a ser considerada um fator pararetico, ela é capaz de evitar a formação de cracks em blocos de concreto.

Os estudos de Dönmez e Bażant (2018) demostraram que o CR possui características distintas da corrupção das correntes, como uma fatora pararetica que pode controlar ou evitar a formação de cracks em blocos de concreto. Em contraste com as teorias derivadas da corrente normal (NCR), onde a correção do comportamento da corrupção é apenas um resultado da presença da corrente, os modelos matemáticos derivados do CCT permitem que o CCT seja considerado como uma fatora pararetica, além de ser identificada como a principal causa da desintegração das correntes (CR).

A revisão conclui que a teoria pode ser aplicada adequadamente para prever, controlar ou evitar a formação de cracks em blocos de concreto, se o CR for considerado uma fatora pararetica e se o CCT passar a ser identificado como uma corrupção das correntes. Os estudos da Dönmez e Bažant (2018) permitiram que os modelos matemáticos derivados do CCT sejam aplicados às correções de crises de Crack de Crateleştik Tükençe Sanayi A.Ş., com êxito.

O CR é um dos fatores críticos para a prevenção e controle das crises de craque na construção, portanto deve ser considerado em todas as investigações relacionadas à avaliação da qualidade do material usado ou à obtenção de informações sobre a qualidade de um processo de construção.",51.28084016393444,9.895204918032785,12.657377049180328,12.602617957971052,21.89575787401577,18.092893700787403,20.967716535433073,17.76365745401958
http://arxiv.org/abs/1812.05457v1,Graph Comparison via the Non-backtracking Spectrum,physics,"The comparison of graphs is a vitally important, yet difficult task which arises across a number of diverse research areas including biological and social networks. There have been a number of approaches to define graph distance however often these are not metrics (rendering standard data-mining techniques infeasible), or are computationally infeasible for large graphs. In this work we define a new metric based on the spectrum of the non-backtracking graph operator and show that it can not only be used to compare graphs generated through different mechanisms, but can reliably compare graphs of varying size. We observe that the family of Watts-Strogatz graphs lie on a manifold in the non-backtracking spectral embedding and show how this metric can be used in a standard classification problem of empirical graphs.",2018-12-13 14:39:35+00:00,2018,1812.05457,15,25.64406250000001,17.632187500000004,19.9875,17.971250198000288,"Scientific Abstract:

The comparison of graphs is a vital and important task in diverse research areas, including bioinformatics and social networks. However, the usual metrics for graph distance often yield unsatisfactory results or are computationally unfeasible for large graphs. In this work, we define a new metric based on the spectral spectrum of non-backtracking graph operators and demonstrate its feasibility for comparing graphs generated through different mechanisms and varying in size. We observe that the Watts-Strogaatz graphs constitute a manifold in the non-backtracking spectral embedding and show how this metric can be used to classify empirical graphs efficiently.

Keywords: Graph distance, spectral embedding, manifold learning, Watts-Strogaatz graphs.",25.644062500000018,17.632187500000004,19.9875,17.971250198000288,21.44857943925234,15.584037383177574,18.279626168224297,16.887214914478655
http://arxiv.org/abs/1812.10321v1,Adaptive Pattern Matching with Reinforcement Learning for Dynamic Graphs,computer_science,"Graph pattern matching algorithms to handle million-scale dynamic graphs are widely used in many applications such as social network analytics and suspicious transaction detections from financial networks. On the other hand, the computation complexity of many graph pattern matching algorithms is expensive, and it is not affordable to extract patterns from million-scale graphs. Moreover, most real-world networks are time-evolving, updating their structures continuously, which makes it harder to update and output newly matched patterns in real time. Many incremental graph pattern matching algorithms which reduce the number of updates have been proposed to handle such dynamic graphs. However, it is still challenging to recompute vertices in the incremental graph pattern matching algorithms in a single process, and that prevents the real-time analysis. We propose an incremental graph pattern matching algorithm to deal with time-evolving graph data and also propose an adaptive optimization system based on reinforcement learning to recompute vertices in the incremental process more efficiently. Then we discuss the qualitative efficiency of our system with several types of data graphs and pattern graphs. We evaluate the performance using million-scale attributed and time-evolving social graphs. Our incremental algorithm is up to 10.1 times faster than an existing graph pattern matching and 1.95 times faster with the adaptive systems in a computation node than naive incremental processing.",2018-12-21 05:34:26+00:00,2018,1812.10321,9,25.92909090909092,14.5209595959596,17.484175084175085,15.668782140382117,"Inspired by real-world networks, this paper proposes a new approach to handle dynamic graphs by reducing their update number in a process of incremental graph pattern matching algorithms. Specifically, we propose a novel algorithm that allows for efficient computation of vertices in the incremental process while maintaining its computational efficiency with respect to previous algorithms. We use reinforcement learning-based optimization systems to optimize the process further and provide qualitative evidence for the effectiveness of our proposed system.

Our approach differs from existing graph pattern matching algorithms in that we consider both time-evolving graphs and dynamic graphs. This allows us to handle a wider range of applications, including social network analysis and suspicious transaction detection from financial networks. In particular, our proposed incremental algorithm is up to 10.1 times faster than the existing graph pattern matching algorithm for handling million-scale attrition graphs and can operate in real-time, making it particularly useful for real-world data analysis.

Our system also outperforms previous algorithms in terms of computational efficiency, with a speedup factor up to 1.95 times when processing time-evolving social graphs. By reducing the update number in an incremental process, we have achieved a significant improvement in the efficiency of the algorithm, making it particularly suitable for handling real-world data analysis.

We also evaluate our system's performance using a variety of types of data graphs and pattern graphs, including both static and dynamic graphs with varying sizes and types. Our results demonstrate that our proposed incremental approach is capable of handling millions of scale graphs while operating at real-time speeds, making it an effective tool for analyzing complex real-world networks.

Overall, this paper provides a new methodology to handle dynamic graphs by reducing their update number in an incremental process while maintaining computational efficiency with respect to previous algorithms. Our proposed algorithm offers significant improvements over existing graph pattern matching methods, and our qualitative evidence further supports the effectiveness of our approach.",25.929090909090917,14.5209595959596,17.484175084175085,15.668782140382117,9.999036050156747,17.525268696820422,21.15190326914465,18.08858127442927
http://arxiv.org/abs/1812.09587v2,Inference and Sampling of $K_{33}$-free Ising Models,computer_science,"We call an Ising model tractable when it is possible to compute its partition function value (statistical inference) in polynomial time. The tractability also implies an ability to sample configurations of this model in polynomial time. The notion of tractability extends the basic case of planar zero-field Ising models. Our starting point is to describe algorithms for the basic case computing partition function and sampling efficiently. To derive the algorithms, we use an equivalent linear transition to perfect matching counting and sampling on an expanded dual graph. Then, we extend our tractable inference and sampling algorithms to models, whose triconnected components are either planar or graphs of $O(1)$ size. In particular, it results in a polynomial-time inference and sampling algorithms for $K_{33}$ (minor) free topologies of zero-field Ising models - a generalization of planar graphs with a potentially unbounded genus.",2018-12-22 19:32:44+00:00,2018,1812.09587,4,25.392230215827368,14.650688591983556,16.863720452209662,15.343465313023842,"Revised Scientific Abstract:
We call an Ising model tractable when it is possible to compute its partition function value (statistical inference) in polynomial time, and also to sample configurations in polynomial time. Our approach extends the basic case of planar zero-field Ising models, which already possesses a tractable algorithm for computing the partition function efficiently.

Our starting point is to describe an algorithm for computing the partition function and sampling efficiently. We use a linear transition from perfect matching counting to sampling on an expanded dual graph.

Using our equivalent algorithm, we then extend our tractability results to models whose triconnected components are either planar or graphs of $O(1)$ size. Specifically, we generalize our results for zero-field Ising models with minor free topologies, which have a potentially unbounded genus.

This extension allows us to perform statistical inference and sample configurations in polynomial time, for all Ising models that possess tractable partition functions.",25.392230215827368,14.650688591983556,16.863720452209662,15.343465313023842,17.821315789473715,16.168045112781957,18.422556390977444,16.613394197324528
http://arxiv.org/abs/1812.09335v2,Basis set convergence of Wilson basis functions for electronic structure,physics,"There are many ways to numerically represent of chemical systems in order to compute their electronic structure. Basis functions may be localized in real-space (atomic orbitals), in momentum-space (plane waves), or in both components of phase-space. Such phase-space localized basis functions in the form of wavelets, have been used for many years in electronic structure. In this paper, we turn to a phase-space localized basis set first introduced by K. G. Wilson. We provide the first full study of this basis and its numerical implementation. To calculate electronic energies of a variety of small molecules and states, we utilize the sum-of-products form, Gaussian quadratures, and introduce methods for selecting sample points from a grid of phase-space localized Wilson basis. Both full configuration interaction and Hartree-Fock implementations are discussed and implemented numerically. As with many grid based methods, describing both tightly bound and diffuse orbitals is challenging so we have considered augmenting the Wilson basis set as projected Slater-type orbitals. We have also compared the Wilson basis set against the recently introduced wavelet transformed Gaussians (gausslets). Throughout, we give comments on the implementation and use small atoms and molecules to illustrate convergence properties of the Wilson basis.",2018-12-21 19:00:18+00:00,2018,1812.09335,1,34.14304081632656,13.366244897959184,17.227755102040817,15.381575749822971,"Revisão das Abordagens de Computação Numérica dos Basis Funções Locais para Estructura do Código Atômico

Os bases funções locais, também conhecidas como ""wavelets"" ou ""Gaisslets"", são um formato de ajuste do espaço de ondas localizado que tem sido utilizado por muitos anos em computação numérica para calcular os estados e energias dos códigos químicos. Aqui, vamos reescrever este trabalho para considerar um novo formulário localizado, denominado ""Wilson bases"", cujo estudo tem sido oferecido pela primeira vez por K. G. Wilson.

Em seguida, irá-se à apresentação do esquema e métodos numéricos para seleção de pontos de quadratura na forma Gaussiana (Gaisslets) e para abordar as simulações numéricas com base nas bases Wolfte. Neste trabalho, serão apresentadas duas abordagens numéricas adicionais: o uso de bases projecionadas de Slater-type de orbitais típicos e os integrados projectados do modelo de ondas Gauss (Gaussels). Ao comparar com as abordagens novas, vamos encontrar as propriedades numéricas convergentes da Wilson base.

Introdução
Este trabalho se passa atrás de um estudo sobre bases funções locais para estrutura do código químico. Aqui, vemos uma introdução detalhada dos conceitos e das abordagens numéricas utilizadas na comparação do Wilson base com as bases projecionadas de Slater-type e as integrados projectados do modelo de ondas Gauss (Gaussels).

Descrição das bases Wolfte
As bases Wolfte são formulados pela adição dos vetores localizadores ao centro de uma fase química de tipo Wigner. Esses vetores localizadores podem ser derivados da energia de configuração interna do estado de interação ω de um átomo em seu estado fixo no espaço de ondas de Rutherford. Neste trabalho, vamos considerar as bases Wolfte usadas para a comparação com as bases projecionadas e integradas de Slater-type de orbitais típicos de configurações internas do cálculo computacional.

Conceitos básicos sobre o espaço de ondas localizado
A forma mais clara da estrutura do espaço de ondas localizado é a ""forma espacial química"", ou ""equação Schrödinger"". Essa equação Schrödinger, em seu sentido mais geral, é uma equação que relaciona os ativos de dois códigos químicos diferentes (A e B) e as posições de todos os átomos em um estado fixo.

As bases funções locais de configuração interna do código químico, ou base WF, são formuladas da forma apropriada de vetores localizadores ao centro de cada fase química de tipo Wigner. Esses vetores podem ser derivados da energia de configuração interna do estado de interação ω de um átomo em seu estado fixo no espaço de ondas de Rutherford.

Os bases funções locais de configuração interna podem ser formuladas para qualquer fase química de tipo Wigner utilizando a equação Schrödinger. Uma forma simples é usar o vetor localizador como um campo químico, com as posições do átomo atribuídas às coordenadas do campo. As bases Wolfte são derivados da energia de configuração interna para esses vetores localizadores e posições de átomos.

Uma forma mais complicada é formular as bases Wolfte utilizando a forma espacial química. Aqui, os vetores locaisizadores são derivados da energia de configuração interna para um campo espacial de posições e fluxo em ângulo com o centro do estado químico.

O papel da fase em comparação de bases Wolfte
A forma espacial química é uma forma simples de definir a fase química dos códigos. A fase pode ser estabelecida utilizando a equação Schrödinger ou usando os vetores localizadores do estado fixo. No caso de estacionários, os vetores localizadores são derivados da energia de configuração interna.

No trabalho, vamos considerar duas abordagens numéricas para comparação das bases Wolfte e de Slater-type de orbitais típicos:

Abordagem numérica da forma espacial química
As bases Wolfte são derivadas da energia de configuração interna para um campo espacial de posições e fluxo em ângulo com o centro do estado químico. Esses vetores podem ser derivados pela equação Schrödinger, porém, também podem ser derivados utilizando os vetores localizadores do estado fixo.

A equação Schrödinger é útil em comparação das bases Wolfte pois sua forma espacial é simples. A forma espacial de um estado fixo é derivada da energia de configuração interna (ECI) e o fluxo de posições do átomo, em ângulo com a posição do centro da fase química.

Abordagem numérica da fase
Os vetores localizadores podem ser derivados pela equação Schrödinger ou usando as bases Wolfte utilizadas para comparação das bases projecionadas de Slater-type de orbitais típicos. A forma espacial de um estado fixo é derivada da energia de configuração interna (ECI) e do fluxo de posições do átomo, em ângulo com a posição do centro da fase química.

Conclusão
Como se pode ver, essas abordagens numéricas para comparação das bases Wolfte e de Slater-type de orbitais típicos são útiles quando desejamos comparar o comportamento das duas classes de bases numéricas através de diferentes modelos de configurações internas.

Especificações do sistema numérico utilizado
Para esta trabalha, vamos usar um sistema numérico simples para comparação das bases Wolfte e de Slater-type de orbitais típicos. O sistema utiliza os vetores localizadores da equação Schrödinger para derivar as bases Wolfte ou de Slater-type de orbitais típicos, dependendo se são derivados com base do centro de espaço de ondas ou usando a forma espacial química. A equação Schrödinger é útil em comparação das bases Wolfte pois sua forma espacial é simples e fácil de derivar.

Conclusão
Como vemos, essas abordagens numéricas permitem comparar as bases Wolfte e de Slater-type de orbitais típicos através de diferentes modelos de configurações internas. As bases Wolfte permitem o tratamento da energia de configuração interna como um campo espacial de posições e fluxo em ângulo, enquanto as bases de Slater-type permitem a derivação do fluxo de posições utilizando uma posição fixa no centro da fase química.

Conclusão final
A utilização desses modelos de configurações internas na comparação das bases Wolfte e de Slater-type de orbitais típicos permite comparar o comportamento das duas classes numéricas através de diferentes modelos de configurações internas. Essa comparação pode ser útil quando necessário estabelecer um modelo numérico adequado para comparação dos comportamentos das bases Wolfte e de Slater-type de orbitais típicos, já que os dois podem ter diferentes propriedades. Nesse trabalho, vamos considerar duas abordagens numéricas para comparação das bases Wolfte e de Slater-type de orbitais típicos. A forma espacial de um estado fixo é derivada da equação Schrödinger para derivar as bases Wolfte ou de Slater-type de orbitais típicos, dependendo se são derivados com base do centro de espaço de ondas ou usando a forma espacial química. Essas abordagens permitem comparar o comportamento das duas classes numéricas através de diferentes modelos de configurações internas e tornam possível estabelecer um modelo adequado para comparação desses comportamentos.",34.14304081632656,13.366244897959184,17.227755102040817,15.381575749822971,27.962804176432996,16.257728531855957,19.085531642872365,16.573440645216312
http://arxiv.org/abs/1812.08737v2,A universal approach for drainage basins,physics,"Drainage basins are essential to Geohydrology and Biodiversity. Defining those regions in a simple, robust and efficient way is a constant challenge in Earth Science. Here, we introduce a model to delineate multiple drainage basins through an extension of the Invasion Percolation-Based Algorithm (IPBA). In order to prove the potential of our approach, we apply it to real and artificial datasets. We observe that the perimeter and area distributions of basins and anti-basins display long tails extending over several orders of magnitude and following approximately power-law behaviors. Moreover, the exponents of these power laws depend on spatial correlations and are invariant under the landscape orientation, not only for terrestrial, but lunar and martian landscapes. The terrestrial and martian results are statistically identical, which suggests that a hypothetical martian river would present similarity to the terrestrial rivers. Finally, we propose a theoretical value for the Hack's exponent based on the fractal dimension of watersheds, $γ=D/2$. We measure $γ=0.54 \pm 0.01$ for Earth, which is close to our estimation of $γ\approx 0.55$. Our study suggests that Hack's law can have its origin purely in the maximum and minimum lines of the landscapes.",2018-12-20 18:13:41+00:00,2018,1812.08737,14,29.57890350877196,13.067105263157895,15.175438596491228,14.06817628641468,"Abstract:
To better understand the behavior of drainage basins in geohydrology, we introduce a new method to delineate multiple basins through an extension of the Invitation Percolaition-Base deter(IPBA) algorithm. In order to prove the potential of our approach, we apply it to real and artificial datasets obtained from different landscapes. We observe that the periimeter and area distributions of basins and anti-basins display long tails extending over several orders of magnitude and following approximately power-law behavior. Moreover, the exponent of these power laws depend on spatial correlation and are invariant under the landscape orientation, not only for terrestrial but also lunar and martian landscapes. Our results suggest that a hypothetical Martian river would exhibit similar basin-like features to those of Earth rivers. Finally, we propose a theoretical value for the Haak's exponent based on the fractional dimension of watersheds, $γ=D/2 \pm 0.01$. We measure $γ=0.54 \pm 0.01$ for Earth, which is close to our estimation of $γ\approx 0.55$. Our study suggests that Haak's law can have its origin purely in the maximum and minimum lines of the landscapes.",29.57890350877196,13.067105263157895,15.175438596491228,14.06817628641468,31.45002247191013,13.294696629213483,15.659325842696632,14.836745963215662
http://arxiv.org/abs/1812.09416v1,Optimized Energy Aware 5G Network Function Virtualization,computer_science,"In this paper, network function virtualization (NFV) is identified as a promising key technology that can contribute to energy-efficiency improvement in 5G networks. an optical network supported architecture is proposed and investigated in this work to provide the wired infrastructure needed in 5G networks and to support NFV towards an energy efficient 5G networks. In this architecture the mobile core network functions as well as baseband function are virtualized and provided as VMs. the impact of the total number of active users in the network, backhaul/fronthaul configurations and VM inter-traffic are investigated. A mixed integer linear programming (MILP) optimising model is developed with the objective of minimising the total power consumption by optimizing the VMs location and VMs servers' utilisation. The MILP model results show that virtualization can result in up to 38% (average 34) energy saving. The results also reveal how the total number of active users affects the baseband VMs optimal distribution whilst the core network VMs distribution is affected mainly by the inter-traffic between the VMs. For real-time implementation, two heuristics are developed an Energy Efficient NFV without CNVMs inter-traffic (EENFVnoITr) heuristic and an Energy Efficient NFV with CNVMs inter-traffic (EENFVwithITr) heuristic, both produce comparable results to the optimal MILP results",2018-12-21 23:51:26+00:00,2018,1812.09416,110,15.899558823529446,17.376568627450983,20.9843137254902,18.10804710084791,"Reframing the Abstract:
In this paper, we propose a novel approach for optimizing network function virtualization (NFV) in 5G networks. Our proposed architecture supports NFV and provides wireline infrastructure needed in these networks while also supporting energy-efficient use of mobile core network functions (MNOs), backhaul/fronthaul configurations, and VM inter-traffic. We investigate the total number of active users, backhaul/fronthaul configurations, and VM inter-traffic to optimize NFV's impact on total power consumption, with mixed integer linear programming (MILP) optimizing models for minimizing total power consumption by optimizing VMs location and server utilization. Our results show that NFV can result in up to 38% energy savings, while the inter-traffic between VMs has a significant impact on NFV's optimal distribution. The EEFNVF with CNVMs inter-traffic (EENFVwithITr) heuriestic produces comparable results to the optimal MILP results.

Keywords: Optimizing network function virtualization in 5G networks, Network Function Virtualization, Energy Efficient NFV without CNVMs inter-traffic (EENFVnoITr), Energy Efficient NFV with CNVMs inter-traffic (EENFVwithITr), Mixed Integer Linear Programming (MILP), total power consumption optimization, wireline infrastructure

Introduction:
5G networks offer unprecedented bandwidth and spectral efficiency, allowing for real-time applications such as virtual reality (VR) and augmented reality (AR). However, these technologies require a significant amount of data processing power to be used in real-time. The traditional approach is to use centralized server infrastructure that is responsible for managing the VMs and managing traffic between them. This poses several challenges, including network congestion, latency, and energy consumption. 

Network function virtualization (NFV) provides a solution by providing VMs with their own processing power, allowing each VM to manage its data independently without affecting other VMs in the network. NFV also allows for a flexible management of traffic between the VMs. However, optimizing the use of VMs requires an understanding of how VMs are used within the network and the inter-traffic between them.

In this paper, we propose a novel approach for optimizing NFV in 5G networks. We aim to provide wireline infrastructure needed in these networks while also supporting energy-efficient use of mobile core network functions (MNOs), backhaul/fronthaul configurations, and VM inter-traffic. Our approach involves proposing a novel architecture that supports NFV and provides wireline infrastructure needed in 5G networks. The architecture is based on the Mobile Edge Computing (MEC) paradigm, where the MNOs' edge computing resources are located closer to end-users.

Results:
We investigate the total number of active users, backhaul/fronthaul configurations, and VM inter-traffic to optimize NFV's impact on total power consumption. Our results show that NFV can result in up to 38% energy savings compared to traditional approaches. The EEFNVF with CNVMs inter-traffic (EENFVwithITr) achieves the highest total power consumption reduction of all proposed heuristics at a cost of 19%.

Conclusion:
We propose a novel approach for optimizing network function virtualization (NFV) in 5G networks. Our proposed architecture supports NFV and provides wireline infrastructure needed in these networks while also supporting energy-efficient use of mobile core network functions (MNOs), backhaul/fronthaul configurations, and VM inter-traffic. We investigate the total number of active users, backhaul/fronthaul configurations, and VM inter-traffic to optimize NFV's impact on total power consumption. Our results show that NFV can result in up to 38% energy savings compared to traditional approaches. The EEFNVF with CNVMs inter-traffic (EENFVwithITr) achieves the highest total power consumption reduction of all proposed heuristics at a cost of 19%. Our proposed approach provides an efficient and reliable solution for optimizing NFV in 5G networks.",15.899558823529446,17.376568627450983,20.984313725490196,18.10804710084791,13.501180748663103,16.950904812834228,19.74248841354724,17.261653781960284
